system,user,assistant
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Dear Candidate, Greetings from AlphaTech Innovations Private Limited. You are receiving this email because you showed interest in internship opportunities. We would like to inform you about our 4-Weeks Internship Program. About AlphaTech Innovations: registered organization under MCA, recognized under MSME, aligned with AICTE academic internship guidelines. Program Details: Duration: 4-Weeks. Internship Fee: No internship fee. Access Fee: ₹399 only (for Digital ID Card & platform access). Please note: The ₹399 amount is not an internship fee. It is charged only for Digital ID Card issuance, project access, LMS portal and certificate issuance. Application Link: t.me/OnlineTask_DailyPayout. If you are not comfortable with the ID card access fee, you may choose not to proceed.",Classification: Fake. Red Flags: Micro-fee access charge / Digital ID card fee trap; Deceptive 'No internship fee' disclaimer; False regulatory accreditation claims (MCA/MSME/AICTE).
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Lab Assistant. Bachelor in Science mandatory. Standard hiring package with PF/ESI. Interview next week.,Classification: Real. Red Flags: None. Realistic role parameters.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need Manager. 50k salary. Pay us a deposit of 2k for uniform procurement.,Classification: Fake. Red Flags: Asks for deposit; Vague salary justification.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 40% OFF Coupon FAANG40. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: FAANG40. Offer Ends @ 11:59 PM. Secure Your Seat Now at wa.me/918765432109?text=StartWork. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Hiring Junior Copywriter for fashion blog. Must be a college student. Unpaid work but your writing will be featured on our site. Apply via link.,Classification: Fake. Red Flags: Unpaid role; exploitative.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Lucknow. Salary 32,000/month. Pay ₹1500 for online application form at amazon-jobs-india.xyz/apply.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: DISCOUNT60 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at reliance-jio-hiring.in/apply before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgent vacancies for Airport Ground Staff & Cargo Loader at Bangalore Airport. Salary 38,000 + food + accommodation. Pay ₹7500 for airport security pass.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; No formal aviation recruitment channel; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹75,000. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",[Update] Congratulations! Your application for Campus Ambassador Lead has been approved. Lead promotional drives in your college to unlock goodies and completion certificate. Click here to confirm: bit.ly/google-remote-2024.,Classification: Fake. Red Flags: Unsolicited role assignment; Unpaid promotional labor disguised as prestigious campus leadership.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Virtual Assistant role. Flexible timings. Paid in BTC. Send me your KYC documents now.,Classification: Fake. Red Flags: Suspicious request for personal data; questionable payment method.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Backend Engineer (Python/FastAPI) required for Zeta Analytics Pvt Ltd located in Bangalore. Must have hands-on experience in PostgreSQL, Python 3.11, Celery. Selection includes technical round + HR discussion. Apply via https://careers.zetaanalytics.com/jobs.","Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgent vacancies for Airport Ground Staff & Cargo Loader at Trivandrum Airport. Salary 38,000 + food + accommodation. Pay ₹2500 for airport security pass.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; No formal aviation recruitment channel; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Financial Analyst at NexGen Mobility Solutions, Vadodara. Office Address: Building 11, Mindspace IT Park, Sector 62, Vadodara. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 40% OFF Coupon MAANG. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: MAANG. Offer Ends @ 11:59 PM. Secure Your Seat Now at wa.me/919876543210?text=ApplyJob. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgent opening for Assistant Manager at Tech Mahindra in Gurgaon. CTC: 8-12 LPA. Send your resume to google-remote-hiring@mail.com. Offer letter released within 24 hours without interview.,Classification: Fake. Red Flags: Unknown organization email; Suspicious organization domain; No interview required / guaranteed job offer.
